lat,lon
48.98523696217,8.3936414564418
48.985236530382,8.3936424333459
48.98523604217,8.3936435427832
48.98523559264,8.39364460592
48.985235126716,8.3936457460526
48.985234570098,8.3936471310302
48.985234015988,8.3936485252768
48.985233364504,8.3936502280728
48.985232726446,8.3936519231699
48.985232073074,8.3936537654423
48.985231351207,8.3936559163094
48.985230707947,8.3936579785885
48.985230094285,8.3936601494423
48.985229437405,8.3936626684413
48.985228851489,8.3936650586954
48.985228256014,8.3936678082625
48.985227771128,8.3936703999172
48.985227305117,8.3936730584186
48.985226882965,8.393676044532
48.98522659573,8.3936788476958
48.985226337816,8.3936817015689
48.985226092775,8.3936849065314
48.985225930279,8.3936878807956
48.985225892564,8.3936912366671
48.985225999942,8.3936943622405
48.985226198324,8.3936975637281
48.985226509395,8.3937012010982
48.985226874029,8.3937045972653
48.985227397823,8.3937080895034
48.985228173937,8.3937119834687
48.985229050665,8.3937155890136
48.985230087503,8.3937192266873
48.985231452657,8.3937232575057
48.985232910302,8.3937269605732
48.985234757884,8.393731053898
48.985236650163,8.3937347733163
48.985238715385,8.393738501488
48.985241257086,8.3937425318268
48.98524381793,8.3937461090697
48.985246899621,8.3937499890106
48.985249905871,8.3937534754335
48.985253105688,8.3937569254346
48.985256806359,8.3937606918856
48.98526038718,8.393764040104
48.985264541872,8.3937676839778
48.985268495173,8.3937710133427
48.985272603352,8.3937743433185
48.985277277185,8.3937780141277
48.985281689378,8.3937813663901
48.985286683651,8.3937851480494
48.985291369865,8.3937886690085
48.985296676075,8.3937926076384
48.985301630135,8.3937962812454
48.985306685005,8.3938000308105
48.985312381371,8.3938042462395
48.985317667568,8.3938082144092
48.985323621308,8.3938127068299
48.985329149614,8.3938168827186
48.985335345163,8.3938215994687
48.985341079357,8.3938259893218
48.985346911508,8.3938304670456
48.98535343448,8.3938354979707
48.985359461888,8.3938402269118
48.985366147141,8.393845485359
48.985372298575,8.3938503106035
48.985378486712,8.3938551730495
48.985385345531,8.3938606073589
48.985391654165,8.3938656387177
48.985398665092,8.3938712238145
48.985405113541,8.3938762962141
48.985411596401,8.3938813837652
48.98541875728,8.3938869477916
48.985425273983,8.3938919885642
48.985432430928,8.3938975370548
48.985438919578,8.3939025884227
48.985445416083,8.3939076375693
48.985452549935,8.3939131843728
48.985459042543,8.3939182069938
48.985466146617,8.3939237265016
48.985472595632,8.3939287671606
48.985479042418,8.3939338131885
48.985486132093,8.3939393848476
48.985492575518,8.3939444522761
48.985499668507,8.3939500242809
48.985506092879,8.393955084459
48.985512504091,8.3939601424227
48.985519549555,8.3939656859158
48.985525944529,8.3939707026842
48.985532989963,8.3939761956429
48.985539382591,8.3939811896746
48.98554574714,8.3939862079326
48.985552713451,8.3939917443244
48.985559044088,8.3939967383708
48.985565996257,8.3940022124081
48.985572305146,8.3940071647676
48.985578586853,8.3940120913841
48.985585461301,8.3940174554515
48.985591702706,8.3940222180181
48.985597925326,8.3940269425194
48.985604748099,8.3940320749629
48.985610934559,8.3940367380837
48.985617696624,8.3940418765122
48.985623811171,8.3940465014632
48.985629898823,8.3940510986593
48.985636541204,8.3940561485029
48.985642556976,8.3940607214747
48.985649148463,8.394065673903
48.985655081778,8.3940701492763
48.985660954066,8.394074606148
48.98566735952,8.3940794524637
48.985673102115,8.3940837615527
48.985679326629,8.3940884317733
48.985684864324,8.3940925903869
48.985690287165,8.3940966717468
48.985696100531,8.3941010838153
48.985701242738,8.3941050429066
48.985706756393,8.3941093483693
48.985711645193,8.3941132033809
48.985716405447,8.3941170047412
48.985721470771,8.3941211774633
48.985725891142,8.3941249506952
48.985730535285,8.394129111952
48.985734531585,8.3941329089475
48.985738662651,8.3941371417411
48.985742195223,8.3941409930512
48.985745539594,8.3941448681366
48.985749023236,8.3941492278656
48.985752048166,8.3941533378437
48.985755196863,8.3941580455206
48.985757850141,8.394162530934
48.985760569543,8.3941676594541
48.985762873323,8.3941724956963
48.985765236709,8.3941779799694
48.98576718438,8.3941831161196
48.985768906682,8.3941883815636
48.985770520522,8.3941942925919
48.985771846331,8.3941997039792
48.985773167567,8.3942057713477
48.985774202242,8.3942114974065
48.985775136886,8.3942180742194
48.985775760843,8.3942242989685
48.985776141704,8.3942307586391
48.985776319488,8.3942381238665
48.98577622108,8.3942450211419
48.985775828217,8.3942528257658
48.985775245546,8.394260074321
48.985774410779,8.3942675019077
48.985773231361,8.3942758112556
48.985771946455,8.3942835152438
48.985770347636,8.394292120155
48.985768745814,8.3943001031654
48.985767028825,8.39430821378
48.985764984887,8.3943172819844
48.985762966004,8.3943256450465
48.985760818275,8.3943341267544
48.985758338216,8.3943436452308
48.985755933293,8.3943524185438
48.985753162145,8.3943621668102
48.985750517037,8.3943711077881
48.985747770771,8.3943801375449
48.985744630054,8.3943901626779
48.985741722993,8.3943993527609
48.985738795738,8.3944085544148
48.985735531321,8.3944186290563
48.985732525863,8.3944277196159
48.98572920226,8.3944377076469
48.985726153987,8.3944467784317
48.98572307589,8.3944558237737
48.985719660855,8.3944657220343
48.985716532457,8.3944746566109
